APPENDIX 1 - MEDICATION LIST,,,,,,,
category,name,din,drugname,routeadm,strngth,subclnam,DDD
Thizolidinedions ,PIOGLITAZONE HCL,2274930,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2297906,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2297914,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2297922,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2298279,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2298287,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2298295,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2301423,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2301431,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2301458,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2302861,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2302888,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2302896,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2302942,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2302950,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2302977,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2303124,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2303132,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2303140,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2326485,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2303469,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2303450,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2326493,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2326477,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2339587,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2339595,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2365529,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2303442,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2365537,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2375869,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2375850,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2375877,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2384922,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2384914,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2307677,PIOGLITAZONE HCL,TAB,30MG,ORAL ANTI-GLYCEMICS,1
Thizolidinedions ,PIOGLITAZONE HCL,2307723,PIOGLITAZONE HCL,TAB,45MG,ORAL ANTI-GLYCEMICS,1.5
Thizolidinedions ,PIOGLITAZONE HCL,2384906,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2397307,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Thizolidinedions ,PIOGLITAZONE HCL,2391600,PIOGLITAZONE HCL,TAB,15MG,ORAL ANTI-GLYCEMICS,0.5
Hydrophilic statins,PRAVASTATIN,2237373,PRAVASTATIN,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN,2237374,PRAVASTATIN,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN,2237375,PRAVASTATIN,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2242865,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2242866,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2242867,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2243824,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2243825,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2243826,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2249723,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2249731,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2249758,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2249766,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2249774,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2249782,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2250330,PRAVASTATIN SODIUM,TAB,80MG,ANTILIPEMIC: STATINS,2.66
Hydrophilic statins,PRAVASTATIN SODIUM,2256851,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2256878,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2256886,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2265613,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2265621,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2265648,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2270234,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2270242,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2270250,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2274507,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2274515,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2274523,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2287285,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2287293,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2287307,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2301792,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2301806,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2301814,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2310759,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2310767,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2310775,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2326531,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2326558,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2326566,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2331586,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2331594,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2331608,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2340259,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2340267,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2340275,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2342324,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2342332,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2342340,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2345730,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2345749,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2345757,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2356546,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2356554,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2356562,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2364417,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2364425,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2364433,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2370875,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2370891,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2370905,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2389703,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2389728,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2389738,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2389746,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2432048,PRAVASTATIN SODIUM,TABLET,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2432056,PRAVASTATIN SODIUM,TABLET,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2432064,PRAVASTATIN SODIUM,TABLET,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2445379,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2445395,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2445409,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2446251,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2446278,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2446286,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,49893757,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,82243508,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,893749,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,893757,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2222051,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2243506,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2243507,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2243508,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2244351,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2244350,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2244352,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2246931,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2247008,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2247009,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2247010,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2246932,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2246930,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2247656,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2247657,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2247856,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2247857,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2247858,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2247655,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2248183,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2248184,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2248182,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2257106,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2257114,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2257092,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2284456,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2284421,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2284448,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2330962,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2330970,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2332213,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2330954,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2317478,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2317486,PRAVASTATIN SODIUM,TAB,40MG,ANTILIPEMIC: STATINS,1.33
Hydrophilic statins,PRAVASTATIN SODIUM,2332205,PRAVASTATIN SODIUM,TAB,20MG,ANTILIPEMIC: STATINS,0.66
Hydrophilic statins,PRAVASTATIN SODIUM,2317451,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
Hydrophilic statins,PRAVASTATIN SODIUM,2332191,PRAVASTATIN SODIUM,TAB,10MG,ANTILIPEMIC: STATINS,0.33
PPI,RABEPRAZOLE SODIUM,231477,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,231813,RABEPRAZOLE SODIUM,EC TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2315181,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2315203,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2320452,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2320460,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2320592,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2320606,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2330083,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2330091,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2335166,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2335174,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2345994,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2346001,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2370719,RABEPRAZOLE SODIUM,TAB,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2370727,RABEPRAZOLE SODIUM,TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2385449,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2385457,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,3205920,RABEPRAZOLE SODIUM,EC TAB,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,24084060,RABEPRAZOLE SODIUM,DR TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2243796,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2243797,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2296632,RABEPRAZOLE SODIUM,TAB DR,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2296640,RABEPRAZOLE SODIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2298074,RABEPRAZOLE SODIUM,TAB,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2298082,RABEPRAZOLE SODIUM,TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2310813,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2314177,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2314185,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2310805,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2345587,RABEPRAZOLE SODIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2345579,RABEPRAZOLE SODIUM,TAB DR,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2320622,RABEPRAZOLE SODIUM,TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2320614,RABEPRAZOLE SODIUM,TAB,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2356511,RABEPRAZOLE SODIUM,TAB DR,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2356538,RABEPRAZOLE SODIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2381737,RABEPRAZOLE SODIUM,TAB ENT,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2381745,RABEPRAZOLE SODIUM,TAB ENT,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2408406,RABEPRAZOLE SODIUM,TAB DR,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2408392,RABEPRAZOLE SODIUM,TAB DR,10MG,PROTON PUMP INHIBITORS,0.5
PPI,RABEPRAZOLE SODIUM,2422646,RABEPRAZOLE SODIUM,DR TAB,20MG,PROTON PUMP INHIBITORS,1
PPI,RABEPRAZOLE SODIUM,2422638,RABEPRAZOLE SODIUM,DR TAB,10MG,PROTON PUMP INHIBITORS,0.5
